,img,Excellent,Good,Adequate,Insuff_for_full,Insuff_for_any,labels,Redfree,other
66,206165_1341532.JPG,1,0,0,0,0,0,,
67,206165_1341537.JPG,1,0,0,0,0,0,,
68,206453_1343836.JPG,1,0,0,0,0,0,,
69,206455_1343853.JPG,1,0,0,0,0,0,,
70,206455_1343854.JPG,1,0,0,0,0,0,,
71,206577_1344848.JPG,1,0,0,0,0,0,,
72,206609_1345091.JPG,1,0,0,0,0,0,,
73,206609_1345095.JPG,1,0,0,0,0,0,,
74,206610_1345099.JPG,1,0,0,0,0,0,,
75,206665_1345534.JPG,1,0,0,0,0,0,,
76,206665_1345538.JPG,1,0,0,0,0,0,,
77,206668_1345555.JPG,1,0,0,0,0,0,,
78,206739_1346097.JPG,1,0,0,0,0,0,,
79,207115_1348474.JPG,1,0,0,0,0,0,,
80,207115_1348478.JPG,1,0,0,0,0,0,,
81,207248_1348957.JPG,1,0,0,0,0,0,,
82,207521_1350711.JPG,1,0,0,0,0,0,,
83,200935_1302203.JPG,0,1,0,0,0,0,,
84,200948_1302318.JPG,0,1,0,0,0,0,,
85,200948_1302319.JPG,0,1,0,0,0,0,,
86,202182_1311418.JPG,0,1,0,0,0,0,,
87,202186_1311432.JPG,0,1,0,0,0,0,,
88,204176_1326573.JPG,0,1,0,0,0,0,,
89,204176_1326574.JPG,0,1,0,0,0,0,,
90,204578_1329735.JPG,0,1,0,0,0,0,,
91,204578_1329736.JPG,0,1,0,0,0,0,,
92,204584_1331462.JPG,0,1,0,0,0,0,,
93,204584_1332346.JPG,0,1,0,0,0,0,,
94,204584_1332348.JPG,0,1,0,0,0,0,,
95,204586_1332340.JPG,0,1,0,0,0,0,,
96,204586_1332341.JPG,0,1,0,0,0,0,,
97,204586_1332344.JPG,0,1,0,0,0,0,,
98,204586_1332345.JPG,0,1,0,0,0,0,,
99,204587_1332331.JPG,0,1,0,0,0,0,,
100,204587_1332332.JPG,0,1,0,0,0,0,,
101,204587_1332333.JPG,0,1,0,0,0,0,,
102,204587_1332336.JPG,0,1,0,0,0,0,,
103,204592_1332324.JPG,0,1,0,0,0,0,,
104,204592_1332325.JPG,0,1,0,0,0,0,,
105,204592_1332328.JPG,0,1,0,0,0,0,,
106,204592_1332329.JPG,0,1,0,0,0,0,,
107,204595_1332308.JPG,0,1,0,0,0,0,,
108,204595_1332309.JPG,0,1,0,0,0,0,,
109,204595_1332311.JPG,0,1,0,0,0,0,,
110,204595_1332312.JPG,0,1,0,0,0,0,,
111,204595_1332313.JPG,0,1,0,0,0,0,,
112,204596_1332300.JPG,0,1,0,0,0,0,,
113,204596_1332301.JPG,0,1,0,0,0,0,,
114,204596_1332305.JPG,0,1,0,0,0,0,,
115,204821_1332289.JPG,0,1,0,0,0,0,,
116,204821_1332291.JPG,0,1,0,0,0,0,,
117,204821_1332293.JPG,0,1,0,0,0,0,,
118,204830_1332278.JPG,0,1,0,0,0,0,,
119,204830_1332279.JPG,0,1,0,0,0,0,,
120,204830_1332281.JPG,0,1,0,0,0,0,,
121,204830_1332282.JPG,0,1,0,0,0,0,,
122,204830_1332283.JPG,0,1,0,0,0,0,,
123,204830_1332284.JPG,0,1,0,0,0,0,,
124,204830_1332285.JPG,0,1,0,0,0,0,,
125,204860_1331687.JPG,0,1,0,0,0,0,,
126,204865_1332220.JPG,0,1,0,0,0,0,,
127,204865_1332221.JPG,0,1,0,0,0,0,,
128,204865_1332223.JPG,0,1,0,0,0,0,,
129,204865_1332224.JPG,0,1,0,0,0,0,,
130,204865_1332225.JPG,0,1,0,0,0,0,,
131,204877_1331816.JPG,0,1,0,0,0,0,,
132,204877_1331817.JPG,0,1,0,0,0,0,,
133,204877_1331820.JPG,0,1,0,0,0,0,,
134,204877_1331821.JPG,0,1,0,0,0,0,,
135,204927_1332202.JPG,0,1,0,0,0,0,,
136,204927_1332207.JPG,0,1,0,0,0,0,,
137,204927_1332209.JPG,0,1,0,0,0,0,,
138,204932_1332262.JPG,0,1,0,0,0,0,,
139,204932_1332263.JPG,0,1,0,0,0,0,,
140,204932_1332265.JPG,0,1,0,0,0,0,,
141,204932_1332267.JPG,0,1,0,0,0,0,,
142,204934_1332270.JPG,0,1,0,0,0,0,,
143,204934_1332271.JPG,0,1,0,0,0,0,,
144,204934_1332274.JPG,0,1,0,0,0,0,,
145,204934_1332275.JPG,0,1,0,0,0,0,,
146,205272_1334932.JPG,0,1,0,0,0,0,,
147,205272_1334933.JPG,0,1,0,0,0,0,,
148,205332_1335396.JPG,0,1,0,0,0,0,,
149,205332_1335399.JPG,0,1,0,0,0,0,,
150,205332_1335401.JPG,0,1,0,0,0,0,,
151,205332_1335402.JPG,0,1,0,0,0,0,,
152,205332_1335403.JPG,0,1,0,0,0,0,,
153,205469_1336455.JPG,0,1,0,0,0,0,,
154,205469_1336460.JPG,0,1,0,0,0,0,,
155,205469_1336464.JPG,0,1,0,0,0,0,,
156,205472_1336482.JPG,0,1,0,0,0,0,,
157,205472_1336486.JPG,0,1,0,0,0,0,,
158,205513_1336794.JPG,0,1,0,0,0,0,,
159,205513_1336795.JPG,0,1,0,0,0,0,,
160,205513_1336796.JPG,0,1,0,0,0,0,,
161,205513_1336798.JPG,0,1,0,0,0,0,,
162,205513_1336799.JPG,0,1,0,0,0,0,,
163,205513_1336800.JPG,0,1,0,0,0,0,,
164,205531_1336942.JPG,0,1,0,0,0,0,,
165,205531_1336946.JPG,0,1,0,0,0,0,,
166,205531_1336947.JPG,0,1,0,0,0,0,,
167,205531_1336951.JPG,0,1,0,0,0,0,,
168,205531_1336952.JPG,0,1,0,0,0,0,,
169,205689_1338197.JPG,0,1,0,0,0,0,,
170,205689_1338198.JPG,0,1,0,0,0,0,,
171,205689_1338199.JPG,0,1,0,0,0,0,,
172,205689_1338201.JPG,0,1,0,0,0,0,,
173,205689_1338202.JPG,0,1,0,0,0,0,,
174,205705_1338327.JPG,0,1,0,0,0,0,,
175,205705_1338331.JPG,0,1,0,0,0,0,,
176,205718_1338428.JPG,0,1,0,0,0,0,,
177,205718_1338429.JPG,0,1,0,0,0,0,,
178,205718_1338431.JPG,0,1,0,0,0,0,,
179,205718_1338432.JPG,0,1,0,0,0,0,,
180,205764_1338770.JPG,0,1,0,0,0,0,,
181,205764_1338771.JPG,0,1,0,0,0,0,,
182,205764_1338774.JPG,0,1,0,0,0,0,,
183,205764_1338776.JPG,0,1,0,0,0,0,,
184,205775_1338864.JPG,0,1,0,0,0,0,,
185,205775_1338865.JPG,0,1,0,0,0,0,,
186,205778_1338893.JPG,0,1,0,0,0,0,,
187,205778_1338894.JPG,0,1,0,0,0,0,,
188,205778_1338895.JPG,0,1,0,0,0,0,,
189,205778_1338896.JPG,0,1,0,0,0,0,,
190,205778_1338897.JPG,0,1,0,0,0,0,,
191,205781_1338915.JPG,0,1,0,0,0,0,,
192,205781_1338916.JPG,0,1,0,0,0,0,,
193,205781_1338917.JPG,0,1,0,0,0,0,,
194,205781_1338919.JPG,0,1,0,0,0,0,,
195,205781_1338920.JPG,0,1,0,0,0,0,,
196,206012_1340359.JPG,0,1,0,0,0,0,,
197,206012_1340362.JPG,0,1,0,0,0,0,,
198,206012_1340363.JPG,0,1,0,0,0,0,,
199,206012_1340364.JPG,0,1,0,0,0,0,,
200,206012_1340365.JPG,0,1,0,0,0,0,,
201,206043_1340598.JPG,0,1,0,0,0,0,,
202,206043_1340599.JPG,0,1,0,0,0,0,,
203,206043_1340601.JPG,0,1,0,0,0,0,,
204,206043_1340603.JPG,0,1,0,0,0,0,,
205,206043_1340604.JPG,0,1,0,0,0,0,,
206,206067_1340791.JPG,0,1,0,0,0,0,,
207,206067_1340792.JPG,0,1,0,0,0,0,,
208,206067_1340793.JPG,0,1,0,0,0,0,,
209,206067_1340794.JPG,0,1,0,0,0,0,,
210,206067_1340795.JPG,0,1,0,0,0,0,,
211,206071_1340824.JPG,0,1,0,0,0,0,,
212,206071_1340825.JPG,0,1,0,0,0,0,,
213,206071_1340828.JPG,0,1,0,0,0,0,,
214,206071_1340829.JPG,0,1,0,0,0,0,,
215,206071_1340830.JPG,0,1,0,0,0,0,,
216,206074_1340848.JPG,0,1,0,0,0,0,,
217,206074_1340850.JPG,0,1,0,0,0,0,,
218,206074_1340852.JPG,0,1,0,0,0,0,,
219,206074_1340853.JPG,0,1,0,0,0,0,,
220,206075_1340856.JPG,0,1,0,0,0,0,,
221,206075_1340858.JPG,0,1,0,0,0,0,,
222,206075_1340860.JPG,0,1,0,0,0,0,,
223,206075_1340861.JPG,0,1,0,0,0,0,,
224,206075_1340862.JPG,0,1,0,0,0,0,,
225,206135_1341323.JPG,0,1,0,0,0,0,,
226,206135_1341328.JPG,0,1,0,0,0,0,,
227,206137_1341341.JPG,0,1,0,0,0,0,,
228,206137_1341346.JPG,0,1,0,0,0,0,,
229,206165_1341533.JPG,0,1,0,0,0,0,,
230,206165_1341538.JPG,0,1,0,0,0,0,,
231,206402_1343453.JPG,0,1,0,0,0,0,,
232,206402_1343454.JPG,0,1,0,0,0,0,,
233,206402_1343455.JPG,0,1,0,0,0,0,,
234,206453_1343837.JPG,0,1,0,0,0,0,,
235,206453_1343840.JPG,0,1,0,0,0,0,,
236,206453_1343841.JPG,0,1,0,0,0,0,,
237,206455_1343855.JPG,0,1,0,0,0,0,,
238,206455_1343857.JPG,0,1,0,0,0,0,,
239,206577_1344834.JPG,0,1,0,0,0,0,,
240,206577_1344835.JPG,0,1,0,0,0,0,,
241,206577_1344837.JPG,0,1,0,0,0,0,,
242,206577_1344838.JPG,0,1,0,0,0,0,,
243,206577_1344839.JPG,0,1,0,0,0,0,,
244,206609_1345093.JPG,0,1,0,0,0,0,,
245,206609_1345096.JPG,0,1,0,0,0,0,,
246,206610_1345100.JPG,0,1,0,0,0,0,,
247,206610_1345103.JPG,0,1,0,0,0,0,,
248,206610_1345104.JPG,0,1,0,0,0,0,,
249,206611_1345107.JPG,0,1,0,0,0,0,,
250,206611_1345108.JPG,0,1,0,0,0,0,,
251,206611_1345111.JPG,0,1,0,0,0,0,,
252,206612_1345115.JPG,0,1,0,0,0,0,,
253,206612_1345118.JPG,0,1,0,0,0,0,,
254,206612_1345120.JPG,0,1,0,0,0,0,,
255,206665_1345535.JPG,0,1,0,0,0,0,,
256,206665_1345536.JPG,0,1,0,0,0,0,,
257,206665_1345539.JPG,0,1,0,0,0,0,,
258,206665_1345540.JPG,0,1,0,0,0,0,,
259,206668_1345556.JPG,0,1,0,0,0,0,,
260,206668_1345557.JPG,0,1,0,0,0,0,,
261,206668_1345559.JPG,0,1,0,0,0,0,,
262,206668_1345560.JPG,0,1,0,0,0,0,,
263,206668_1345561.JPG,0,1,0,0,0,0,,
264,206739_1346098.JPG,0,1,0,0,0,0,,
265,206739_1346099.JPG,0,1,0,0,0,0,,
266,206739_1346101.JPG,0,1,0,0,0,0,,
267,206739_1346102.JPG,0,1,0,0,0,0,,
268,206739_1346103.JPG,0,1,0,0,0,0,,
269,206740_1346105.JPG,0,1,0,0,0,0,,
270,206740_1346106.JPG,0,1,0,0,0,0,,
271,206740_1346111.JPG,0,1,0,0,0,0,,
272,206921_1347135.JPG,0,1,0,0,0,0,,
273,206921_1347136.JPG,0,1,0,0,0,0,,
274,206921_1347137.JPG,0,1,0,0,0,0,,
275,206921_1347138.JPG,0,1,0,0,0,0,,
276,206921_1347140.JPG,0,1,0,0,0,0,,
277,206922_1347143.JPG,0,1,0,0,0,0,,
278,206922_1347144.JPG,0,1,0,0,0,0,,
279,206922_1347145.JPG,0,1,0,0,0,0,,
280,206922_1347146.JPG,0,1,0,0,0,0,,
281,207115_1348475.JPG,0,1,0,0,0,0,,
282,207115_1348476.JPG,0,1,0,0,0,0,,
283,207115_1348479.JPG,0,1,0,0,0,0,,
284,207115_1348480.JPG,0,1,0,0,0,0,,
285,207248_1348958.JPG,0,1,0,0,0,0,,
286,207248_1348959.JPG,0,1,0,0,0,0,,
287,207250_1348973.JPG,0,1,0,0,0,0,,
288,207250_1348974.JPG,0,1,0,0,0,0,,
289,207250_1348980.JPG,0,1,0,0,0,0,,
290,207250_1348981.JPG,0,1,0,0,0,0,,
291,207455_1350202.JPG,0,1,0,0,0,0,,
292,207518_1350692.JPG,0,1,0,0,0,0,,
293,207518_1350695.JPG,0,1,0,0,0,0,,
294,207518_1350696.JPG,0,1,0,0,0,0,,
295,207518_1350697.JPG,0,1,0,0,0,0,,
296,202181_1311412.JPG,0,0,1,0,0,0,,
297,202181_1311413.JPG,0,0,1,0,0,0,,
298,202181_1311414.JPG,0,0,1,0,0,0,,
299,202181_1311415.JPG,0,0,1,0,0,0,,
300,202181_1311416.JPG,0,0,1,0,0,0,,
301,202182_1311417.JPG,0,0,1,0,0,0,,
302,202182_1311419.JPG,0,0,1,0,0,0,,
303,202182_1311420.JPG,0,0,1,0,0,0,,
304,202182_1311421.JPG,0,0,1,0,0,0,,
305,202182_1311422.JPG,0,0,1,0,0,0,,
306,204176_1326575.JPG,0,0,1,0,0,0,,
307,204176_1326577.JPG,0,0,1,0,0,0,,
308,204176_1326578.JPG,0,0,1,0,0,0,,
309,204176_1326579.JPG,0,0,1,0,0,0,,
310,204178_1326584.JPG,0,0,1,0,0,0,,
311,204178_1326585.JPG,0,0,1,0,0,0,,
312,204178_1326586.JPG,0,0,1,0,0,0,,
313,204578_1329737.JPG,0,0,1,0,0,0,,
314,204578_1329738.JPG,0,0,1,0,0,0,,
315,204578_1329739.JPG,0,0,1,0,0,0,,
316,204584_1332349.JPG,0,0,1,0,0,0,,
317,204584_1332350.JPG,0,0,1,0,0,0,,
318,204587_1332337.JPG,0,0,1,0,0,0,,
319,204596_1332304.JPG,0,0,1,0,0,0,,
320,204821_1332290.JPG,0,0,1,0,0,0,,
321,204821_1332292.JPG,0,0,1,0,0,0,,
322,204821_1332294.JPG,0,0,1,0,0,0,,
323,204821_1332295.JPG,0,0,1,0,0,0,,
324,204830_1332280.JPG,0,0,1,0,0,0,,
325,204860_1331688.JPG,0,0,1,0,0,0,,
326,204860_1331689.JPG,0,0,1,0,0,0,,
327,204877_1331818.JPG,0,0,1,0,0,0,,
328,204877_1331822.JPG,0,0,1,0,0,0,,
329,204927_1332203.JPG,0,0,1,0,0,0,,
330,204927_1332204.JPG,0,0,1,0,0,0,,
331,204927_1332205.JPG,0,0,1,0,0,0,,
332,204927_1332206.JPG,0,0,1,0,0,0,,
333,204927_1332208.JPG,0,0,1,0,0,0,,
334,204932_1332266.JPG,0,0,1,0,0,0,,
335,205271_1334930.JPG,0,0,1,0,0,0,,
336,205271_1334931.JPG,0,0,1,0,0,0,,
337,205332_1335397.JPG,0,0,1,0,0,0,,
338,205332_1335398.JPG,0,0,1,0,0,0,,
339,205469_1336456.JPG,0,0,1,0,0,0,,
340,205469_1336457.JPG,0,0,1,0,0,0,,
341,205469_1336458.JPG,0,0,1,0,0,0,,
342,205469_1336461.JPG,0,0,1,0,0,0,,
343,205469_1336462.JPG,0,0,1,0,0,0,,
344,205469_1336463.JPG,0,0,1,0,0,0,,
345,205472_1336483.JPG,0,0,1,0,0,0,,
346,205472_1336484.JPG,0,0,1,0,0,0,,
347,205472_1336487.JPG,0,0,1,0,0,0,,
348,205472_1336488.JPG,0,0,1,0,0,0,,
349,205531_1336943.JPG,0,0,1,0,0,0,,
350,205531_1336944.JPG,0,0,1,0,0,0,,
351,205531_1336948.JPG,0,0,1,0,0,0,,
352,205531_1336949.JPG,0,0,1,0,0,0,,
353,205531_1336950.JPG,0,0,1,0,0,0,,
354,205689_1338203.JPG,0,0,1,0,0,0,,
355,205705_1338324.JPG,0,0,1,0,0,0,,
356,205705_1338325.JPG,0,0,1,0,0,0,,
357,205705_1338328.JPG,0,0,1,0,0,0,,
358,205705_1338329.JPG,0,0,1,0,0,0,,
359,205705_1338330.JPG,0,0,1,0,0,0,,
360,205718_1338433.JPG,0,0,1,0,0,0,,
361,205764_1338772.JPG,0,0,1,0,0,0,,
362,205764_1338775.JPG,0,0,1,0,0,0,,
363,205775_1338866.JPG,0,0,1,0,0,0,,
364,205775_1338868.JPG,0,0,1,0,0,0,,
365,205775_1338869.JPG,0,0,1,0,0,0,,
366,205775_1338870.JPG,0,0,1,0,0,0,,
367,205775_1338871.JPG,0,0,1,0,0,0,,
368,205781_1338918.JPG,0,0,1,0,0,0,,
369,206012_1340358.JPG,0,0,1,0,0,0,,
370,206043_1340600.JPG,0,0,1,0,0,0,,
371,206043_1340605.JPG,0,0,1,0,0,0,,
372,206069_1340810.JPG,0,0,1,0,0,0,,
373,206069_1340811.JPG,0,0,1,0,0,0,,
374,206069_1340812.JPG,0,0,1,0,0,0,,
375,206074_1340849.JPG,0,0,1,0,0,0,,
376,206074_1340854.JPG,0,0,1,0,0,0,,
377,206075_1340857.JPG,0,0,1,0,0,0,,
378,206135_1341324.JPG,0,0,1,0,0,0,,
379,206135_1341325.JPG,0,0,1,0,0,0,,
380,206135_1341326.JPG,0,0,1,0,0,0,,
381,206135_1341329.JPG,0,0,1,0,0,0,,
382,206135_1341330.JPG,0,0,1,0,0,0,,
383,206135_1341331.JPG,0,0,1,0,0,0,,
384,206137_1341342.JPG,0,0,1,0,0,0,,
385,206137_1341343.JPG,0,0,1,0,0,0,,
386,206137_1341344.JPG,0,0,1,0,0,0,,
387,206137_1341347.JPG,0,0,1,0,0,0,,
388,206137_1341348.JPG,0,0,1,0,0,0,,
389,206137_1341349.JPG,0,0,1,0,0,0,,
390,206165_1341534.JPG,0,0,1,0,0,0,,
391,206165_1341535.JPG,0,0,1,0,0,0,,
392,206165_1341539.JPG,0,0,1,0,0,0,,
393,206402_1343456.JPG,0,0,1,0,0,0,,
394,206402_1343457.JPG,0,0,1,0,0,0,,
395,206402_1343458.JPG,0,0,1,0,0,0,,
396,206453_1343838.JPG,0,0,1,0,0,0,,
397,206453_1343842.JPG,0,0,1,0,0,0,,
398,206455_1343856.JPG,0,0,1,0,0,0,,
399,206455_1343858.JPG,0,0,1,0,0,0,,
400,206609_1345092.JPG,0,0,1,0,0,0,,
401,206609_1345097.JPG,0,0,1,0,0,0,,
402,206610_1345101.JPG,0,0,1,0,0,0,,
403,206610_1345105.JPG,0,0,1,0,0,0,,
404,206611_1345109.JPG,0,0,1,0,0,0,,
405,206611_1345112.JPG,0,0,1,0,0,0,,
406,206611_1345113.JPG,0,0,1,0,0,0,,
407,206612_1345116.JPG,0,0,1,0,0,0,,
408,206612_1345117.JPG,0,0,1,0,0,0,,
409,206612_1345121.JPG,0,0,1,0,0,0,,
410,206612_1345122.JPG,0,0,1,0,0,0,,
411,206612_1345123.JPG,0,0,1,0,0,0,,
412,206740_1346107.JPG,0,0,1,0,0,0,,
413,206740_1346108.JPG,0,0,1,0,0,0,,
414,206740_1346110.JPG,0,0,1,0,0,0,,
415,206740_1346112.JPG,0,0,1,0,0,0,,
416,206740_1346113.JPG,0,0,1,0,0,0,,
417,206921_1347139.JPG,0,0,1,0,0,0,,
418,206922_1347147.JPG,0,0,1,0,0,0,,
419,206922_1347148.JPG,0,0,1,0,0,0,,
420,207248_1348961.JPG,0,0,1,0,0,0,,
421,207248_1348962.JPG,0,0,1,0,0,0,,
422,207248_1348963.JPG,0,0,1,0,0,0,,
423,207250_1348976.JPG,0,0,1,0,0,0,,
424,207250_1348977.JPG,0,0,1,0,0,0,,
425,207250_1348979.JPG,0,0,1,0,0,0,,
426,207455_1350203.JPG,0,0,1,0,0,0,,
427,207455_1350204.JPG,0,0,1,0,0,0,,
428,207455_1350205.JPG,0,0,1,0,0,0,,
429,207455_1350207.JPG,0,0,1,0,0,0,,
430,207455_1350208.JPG,0,0,1,0,0,0,,
431,207455_1350209.JPG,0,0,1,0,0,0,,
432,207455_1350210.JPG,0,0,1,0,0,0,,
433,207518_1350691.JPG,0,0,1,0,0,0,,
434,207518_1350693.JPG,0,0,1,0,0,0,,
435,202181_1311411.JPG,0,0,0,1,0,1,,
436,204178_1326587.JPG,0,0,0,1,0,1,,
437,206069_1340807.JPG,0,0,0,1,0,1,,
438,207250_1348975.JPG,0,0,0,1,0,1,,
439,202183_1311423.JPG,0,0,0,0,1,1,,
440,202183_1311424.JPG,0,0,0,0,1,1,,
441,202183_1311425.JPG,0,0,0,0,1,1,,
442,204860_1331691.JPG,0,0,0,0,1,1,,
443,204860_1331692.JPG,0,0,0,0,1,1,,
444,204860_1331693.JPG,0,0,0,0,1,1,,
445,206069_1340808.JPG,0,0,0,0,1,1,,
446,207728_1352703.JPG,0,0,1,0,0,0,,
447,207728_1352704.JPG,0,0,1,0,0,0,,
448,207728_1352705.JPG,0,0,1,0,0,0,,
449,207728_1352706.JPG,0,0,1,0,0,0,,
450,207728_1352707.JPG,0,0,1,0,0,0,,
451,207773_1352675.JPG,0,1,0,0,0,0,,
452,207773_1352676.JPG,0,0,1,0,0,0,,
453,207773_1352677.JPG,0,0,1,0,0,0,,
454,207773_1352679.JPG,0,1,0,0,0,0,,
455,207773_1352680.JPG,0,0,1,0,0,0,,
456,207773_1352681.JPG,0,0,1,0,0,0,,
457,207776_1352711.JPG,1,0,0,0,0,0,,
458,207728_1352702.JPG,0,0,1,0,0,0,,
459,207776_1352712.JPG,0,1,0,0,0,0,,
460,207776_1352713.JPG,0,0,1,0,0,0,,
461,207776_1352715.JPG,1,0,0,0,0,0,,
462,207776_1352716.JPG,0,1,0,0,0,0,,
463,207776_1352717.JPG,0,0,1,0,0,0,,
464,207804_1352847.JPG,1,0,0,0,0,0,,
465,207804_1352848.JPG,0,1,0,0,0,0,,
466,207804_1352849.JPG,0,1,0,0,0,0,,
467,207804_1352851.JPG,0,1,0,0,0,0,,
468,207804_1352852.JPG,0,1,0,0,0,0,,
469,207804_1352853.JPG,0,0,1,0,0,0,,
470,207818_1352959.JPG,1,0,0,0,0,0,,
471,207818_1352960.JPG,0,1,0,0,0,0,,
472,207818_1352961.JPG,0,1,0,0,0,0,,
473,207818_1352963.JPG,0,1,0,0,0,0,,
474,207818_1352964.JPG,0,1,0,0,0,0,,
475,207818_1352965.JPG,0,1,0,0,0,0,,
476,208069_1354921.JPG,1,0,0,0,0,0,,
477,208069_1354922.JPG,0,0,1,0,0,0,,
478,208069_1354923.JPG,0,0,1,0,0,0,,
479,208069_1354925.JPG,0,1,0,0,0,0,,
480,208069_1354926.JPG,0,1,0,0,0,0,,
481,208069_1354927.JPG,0,0,0,1,0,1,,
482,208117_1355384.JPG,0,1,0,0,0,0,,
483,208117_1355385.JPG,0,0,1,0,0,0,,
484,208117_1355386.JPG,0,0,0,1,0,1,,
485,208117_1355388.JPG,0,0,1,0,0,0,,
486,208117_1355389.JPG,0,0,1,0,0,0,,
487,208117_1355390.JPG,0,0,0,0,1,1,,
488,208134_1355585.JPG,0,1,0,0,0,0,,
489,208134_1355586.JPG,0,1,0,0,0,0,,
490,208134_1355587.JPG,0,1,0,0,0,0,,
491,208134_1355589.JPG,0,1,0,0,0,0,,
492,208134_1355590.JPG,0,1,0,0,0,0,,
493,208134_1355591.JPG,0,1,0,0,0,0,,
494,208205_1356012.JPG,1,0,0,0,0,0,,
495,208205_1356013.JPG,0,1,0,0,0,0,,
496,208205_1356014.JPG,0,1,0,0,0,0,,
497,208205_1356016.JPG,0,1,0,0,0,0,,
498,208205_1356017.JPG,0,0,1,0,0,0,,
499,208205_1356018.JPG,0,1,0,0,0,0,,
500,208230_1356212.JPG,0,1,0,0,0,0,,
501,208230_1356213.JPG,0,0,1,0,0,0,,
502,208230_1356214.JPG,0,1,0,0,0,0,,
503,208230_1356216.JPG,0,1,0,0,0,0,,
504,208230_1356217.JPG,0,1,0,0,0,0,,
505,208230_1356218.JPG,0,1,0,0,0,0,,
506,208234_1356243.JPG,0,1,0,0,0,0,,
507,208234_1356244.JPG,0,0,1,0,0,0,,
508,208234_1356245.JPG,0,0,1,0,0,0,,
509,208234_1356247.JPG,0,0,1,0,0,0,,
510,208234_1356248.JPG,0,0,1,0,0,0,,
511,208234_1356249.JPG,0,0,1,0,0,0,,
512,208278_1357052.JPG,1,0,0,0,0,0,,
513,208278_1357053.JPG,0,1,0,0,0,0,,
514,208278_1357054.JPG,0,1,0,0,0,0,,
